test_id,queryid,model,dataset,datasetSize,threads,elapsedTime,numMachines,cardinality,queryMode
059ad33f-d998-4610-9675-169d46324be6,Q3,stgraph,mimic,16922000,16,1145,-1,1,OPTIMIZED
a24bf613-7601-4ff7-b0bc-79f22e01bd40,Q3,stgraph,mimic,full,1,750401,-1,1,OPTIMIZED
e3c826b4-1903-449a-ad1e-c627770e82bd,Q3,stgraph,mimic,full,4,236842,-1,1,OPTIMIZED
0fca5c80-1daf-4859-ad93-502ceb7470d2,Q3,stgraph,mimic,full,8,128086,-1,1,OPTIMIZED
379fe72e-a2f2-4b4f-827c-cf93dbed2bab,Q3,stgraph,mimic,full,16,107914,-1,1,OPTIMIZED
4239edf0-81f2-447f-9b3a-0043662c24eb,Q2,stgraph,mimic,1692200,1,695,-1,72489,OPTIMIZED
58877464-e5a3-439e-9d21-8a80bbe963d3,Q2,stgraph,mimic,1692200,4,167,-1,72489,OPTIMIZED
8f622a24-c073-4175-b579-178fb4c10e3d,Q2,stgraph,mimic,1692200,8,111,-1,72489,OPTIMIZED
2e9ae82c-aba5-46db-a60e-86989d3860c6,Q2,stgraph,mimic,1692200,16,94,-1,72489,OPTIMIZED
dedd346e-167e-4851-b13e-8a3be9e0438f,Q2,stgraph,mimic,16922000,1,10240,-1,769293,OPTIMIZED
7813c71a-188b-4aa8-8d3e-5088fb491683,Q2,stgraph,mimic,16922000,4,2465,-1,769293,OPTIMIZED
eed5374d-0a8f-4e30-abb7-47571e7a6ac1,Q2,stgraph,mimic,16922000,8,1499,-1,769293,OPTIMIZED
2b7e4088-b743-458b-a512-d90039507aa8,Q2,stgraph,mimic,16922000,16,1115,-1,769293,OPTIMIZED
656cec53-fe0e-4462-8f7c-bee6f08677be,Q2,stgraph,mimic,full,1,504978,-1,8166937,OPTIMIZED
a70a9787-3217-4414-97d6-3190d69a1c9a,Q2,stgraph,mimic,full,4,128694,-1,8166937,OPTIMIZED
d46df31d-2b39-43b4-8861-8403c522b4a4,Q2,stgraph,mimic,full,8,80952,-1,8166937,OPTIMIZED
79dd1b7b-06c6-4839-8d5e-54b16c4ca6ef,Q2,stgraph,mimic,full,16,73653,-1,8166937,OPTIMIZED
23b99690-4e79-49d0-a505-374bcb83de0b,Q4,stgraph,mimic,1692200,1,292,-1,1,OPTIMIZED
99b100f7-3fb0-4f57-b6d1-22f2011b36cd,Q4,stgraph,mimic,1692200,4,89,-1,1,OPTIMIZED
e82d9cce-de0d-4710-a076-70b0d5ec0cc7,Q4,stgraph,mimic,1692200,8,61,-1,1,OPTIMIZED
42a48688-6cb2-40f5-a39b-a0b1d94138ba,Q4,stgraph,mimic,1692200,16,51,-1,1,OPTIMIZED
91a6b790-f8ed-4d3f-a63e-2bade795dec3,Q4,stgraph,mimic,16922000,1,5640,-1,1,OPTIMIZED
55a0ff2f-4b79-4433-a601-1a32390e9963,Q4,stgraph,mimic,16922000,4,1637,-1,1,OPTIMIZED
e773117e-7736-461d-93c1-b802202eb512,Q4,stgraph,mimic,16922000,8,1159,-1,1,OPTIMIZED
4eb73229-33c8-4edd-8a16-daf94a2c3ef4,Q4,stgraph,mimic,16922000,16,923,-1,1,OPTIMIZED
d02a6f78-0988-4602-a8c3-b330dce796e1,Q4,stgraph,mimic,full,1,762102,-1,1,OPTIMIZED
553901e2-a925-4a9a-9bae-e2b1f1ad8a8d,Q4,stgraph,mimic,full,4,231494,-1,1,OPTIMIZED
d8b00db0-238d-475e-839b-dfbf285bfd4b,Q4,stgraph,mimic,full,8,138666,-1,1,OPTIMIZED
ed41b249-71bc-429b-ab02-e07d99b5fbfd,Q4,stgraph,mimic,full,16,114004,-1,1,OPTIMIZED
568b3d23-feb5-4f31-9f8e-5b5b4126d16b,EnvironmentAggregate,stgraph,smartbench,small,1,1947,-1,73,OPTIMIZED
c19eb9a7-cdb8-414f-9500-a06b0949196a,EnvironmentAggregate,stgraph,smartbench,small,4,559,-1,73,OPTIMIZED
cafcf567-04fd-4598-8cf0-e1aba511b821,EnvironmentAggregate,stgraph,smartbench,small,8,386,-1,73,OPTIMIZED
5628f311-72d8-42e1-ad4b-53a88676cdd5,EnvironmentAggregate,stgraph,smartbench,small,16,218,-1,73,OPTIMIZED
76ba11e6-c4c3-4acd-a8a1-a191df205d3d,EnvironmentAggregate,stgraph,smartbench,medium,1,398,-1,8,OPTIMIZED
0c357410-b70e-4d0c-81c4-3b67ae33c6ca,EnvironmentAggregate,stgraph,smartbench,medium,4,142,-1,8,OPTIMIZED
bf159abf-13a1-490c-89c3-d4c86133b50f,EnvironmentAggregate,stgraph,smartbench,medium,8,110,-1,8,OPTIMIZED
e1a0b734-f146-4ac2-b3d6-a2a86c591724,EnvironmentAggregate,stgraph,smartbench,medium,16,99,-1,8,OPTIMIZED
15afb0da-c97d-466a-8f6f-79ff6b8fb2b6,EnvironmentAggregate,stgraph,smartbench,large,1,74021,-1,112,OPTIMIZED
3f622f30-50db-400e-8338-a8c1337c2482,EnvironmentAggregate,stgraph,smartbench,large,4,18092,-1,112,OPTIMIZED
3479cea8-9fde-4219-92e0-9a8fe3f4910b,EnvironmentAggregate,stgraph,smartbench,large,8,9815,-1,112,OPTIMIZED
1f812f73-8d11-4f2e-af6d-69584973ecec,EnvironmentAggregate,stgraph,smartbench,large,16,7750,-1,112,OPTIMIZED
e3792fbc-1c00-4bf1-9456-e04afbe1a2aa,AgentOutlier,stgraph,smartbench,small,1,2020,-1,100,OPTIMIZED
122af0ac-e533-4c35-88ae-2051e62ebd99,AgentOutlier,stgraph,smartbench,small,4,449,-1,100,OPTIMIZED
1717d4df-ed51-4a8d-a34c-fca79cb161d4,AgentOutlier,stgraph,smartbench,small,8,300,-1,100,OPTIMIZED
48587624-1502-4fec-a1b0-1c71e8f1ba43,AgentOutlier,stgraph,smartbench,small,16,253,-1,100,OPTIMIZED
ecad2dd9-5bdd-43ed-86f4-f29b9493d8c0,AgentOutlier,stgraph,smartbench,medium,1,269,-1,8,OPTIMIZED
9d4241f6-f6db-49ae-a300-e0c1935b9f91,AgentOutlier,stgraph,smartbench,medium,4,81,-1,8,OPTIMIZED
1e2a39de-e360-4eff-b7d8-9e6794fcc655,AgentOutlier,stgraph,smartbench,medium,8,60,-1,8,OPTIMIZED
bf4d41b3-f2f6-497f-910a-fe08cfc0d679,AgentOutlier,stgraph,smartbench,medium,16,61,-1,8,OPTIMIZED
f820da61-3983-4a96-b110-97eb3fdcfcb7,AgentOutlier,stgraph,smartbench,large,1,93215,-1,1000,OPTIMIZED
9eee2796-e2cf-45b0-bfc2-c39b39a40cad,AgentOutlier,stgraph,smartbench,large,4,23294,-1,1000,OPTIMIZED
7e23bbdd-715d-4722-aa85-a82eb5b522e9,AgentOutlier,stgraph,smartbench,large,8,13542,-1,1000,OPTIMIZED
4455241f-c193-42d8-b762-b1e82a4faa99,AgentOutlier,stgraph,smartbench,large,16,11714,-1,1000,OPTIMIZED
fc44839e-9f8d-43b4-a9a0-a39c1af53042,MaintenanceOwners,stgraph,smartbench,small,1,776,-1,100,OPTIMIZED
a20952cf-e9cf-4c57-9789-67bacd7edaf0,MaintenanceOwners,stgraph,smartbench,small,4,237,-1,100,OPTIMIZED
08f459e6-ac3a-4618-a925-70ac48d71e7c,MaintenanceOwners,stgraph,smartbench,small,8,137,-1,100,OPTIMIZED
acb7b768-487a-41d6-8f34-5b7828130cfa,MaintenanceOwners,stgraph,smartbench,small,16,129,-1,100,OPTIMIZED
6f979afd-e74a-437d-88aa-e4e9c8905746,MaintenanceOwners,stgraph,smartbench,medium,1,89,-1,8,OPTIMIZED
ad1ee90d-a819-4055-8c9c-0ec35378fb93,MaintenanceOwners,stgraph,smartbench,medium,4,43,-1,8,OPTIMIZED
0b9c1e9d-c16b-4e8a-826d-d36dd32ea394,MaintenanceOwners,stgraph,smartbench,medium,8,37,-1,8,OPTIMIZED
d5a66a0e-63ae-45ff-a478-c843359c292c,MaintenanceOwners,stgraph,smartbench,medium,16,45,-1,8,OPTIMIZED
9b9f0c27-c2e2-4c6e-a5cc-0f1fb80bb303,MaintenanceOwners,stgraph,smartbench,large,1,8433,-1,1000,OPTIMIZED
8102782d-faa6-4207-bdc3-ffedc583b88a,MaintenanceOwners,stgraph,smartbench,large,4,3401,-1,1000,OPTIMIZED
e513ca59-6be9-4250-b909-4ab1b36917ec,MaintenanceOwners,stgraph,smartbench,large,8,2672,-1,1000,OPTIMIZED
5af22e27-b602-444e-a28b-0e6c17a15024,MaintenanceOwners,stgraph,smartbench,large,16,2266,-1,1000,OPTIMIZED
9a98bd2c-e0a5-4ab9-aee2-9bdcb1c51eb5,EnvironmentOutlier,stgraph,smartbench,small,1,3132,-1,4,OPTIMIZED
f2dccc5e-3522-4b98-ae8f-392bb5d0b564,EnvironmentOutlier,stgraph,smartbench,small,4,745,-1,4,OPTIMIZED
55cba519-4d97-4738-844d-dbf908574161,EnvironmentOutlier,stgraph,smartbench,small,8,667,-1,4,OPTIMIZED
01d9ce74-8da3-41aa-9ff4-d3dc2053f392,EnvironmentOutlier,stgraph,smartbench,small,16,442,-1,4,OPTIMIZED
9a851da7-ed88-4be8-8658-81e53b22f9e8,EnvironmentOutlier,stgraph,smartbench,medium,1,415,-1,4,OPTIMIZED
aae8350f-9989-433a-b067-6d736e5db766,EnvironmentOutlier,stgraph,smartbench,medium,4,128,-1,4,OPTIMIZED
67753670-9a4a-4d24-9553-346ac841eedd,EnvironmentOutlier,stgraph,smartbench,medium,8,165,-1,4,OPTIMIZED
e60b55a2-b552-4583-b2dd-eeaf1ed15ade,EnvironmentOutlier,stgraph,smartbench,medium,16,103,-1,4,OPTIMIZED
99465547-7876-495c-b6a8-ab646692f5e6,EnvironmentOutlier,stgraph,smartbench,large,1,168118,-1,5,OPTIMIZED
58d4f599-f48f-4574-a988-90a737c6494c,EnvironmentOutlier,stgraph,smartbench,large,4,50382,-1,5,OPTIMIZED
e2968041-c841-45d7-9cb8-693e1ae62c70,EnvironmentAggregate,stgraph,smartbench,small,1,3960,-1,73,OPTIMIZED
b72ccb01-c8ad-4655-9699-8171ab1bd53a,EnvironmentAggregate,stgraph,smartbench,small,4,907,-1,73,OPTIMIZED
9d3bac55-83ae-4c7a-ab56-0d23126b7f7e,EnvironmentAggregate,stgraph,smartbench,small,8,646,-1,73,OPTIMIZED
6c4c36d4-44fe-40c4-ae18-8edfa20b1caf,EnvironmentAggregate,stgraph,smartbench,small,16,452,-1,73,OPTIMIZED
3c1d96ff-4217-4b71-825b-eb72415170b5,EnvironmentAggregate,stgraph,smartbench,medium,1,5043,-1,90,OPTIMIZED
36dda4c4-1d3b-4586-bf92-9454ad74ab27,EnvironmentAggregate,stgraph,smartbench,medium,4,1286,-1,90,OPTIMIZED
3e0b61be-0632-4426-bd76-fcea1efdfd3c,EnvironmentAggregate,stgraph,smartbench,medium,8,844,-1,90,OPTIMIZED
3db526ff-059a-4ef2-b53e-a81721beca15,EnvironmentAggregate,stgraph,smartbench,medium,16,712,-1,90,OPTIMIZED
fa4e429f-dfb6-4e84-a080-090c47425095,EnvironmentAggregate,stgraph,smartbench,large,1,70145,-1,112,OPTIMIZED
b79de32c-3319-4033-88fa-1601933a8f67,EnvironmentAggregate,stgraph,smartbench,large,4,16665,-1,112,OPTIMIZED
f61b94de-d5c0-45da-9e3a-05149357f340,EnvironmentAggregate,stgraph,smartbench,large,8,9443,-1,112,OPTIMIZED
aeb07ca8-6755-4a14-9c32-3a14f1ecfe19,EnvironmentAggregate,stgraph,smartbench,large,16,8459,-1,112,OPTIMIZED
d91f594b-e82f-45ef-a639-d73f10538895,AgentOutlier,stgraph,smartbench,small,1,2093,-1,100,OPTIMIZED
4434900a-c1ca-445f-b94e-b389b1149d59,AgentOutlier,stgraph,smartbench,small,4,464,-1,100,OPTIMIZED
2221e2d5-947c-4f26-bb0b-a9a47a5809b3,AgentOutlier,stgraph,smartbench,small,8,293,-1,100,OPTIMIZED
9c1fc213-e2f3-4b38-b0b2-09ec0aa4756e,AgentOutlier,stgraph,smartbench,small,16,264,-1,100,OPTIMIZED
a0a0d327-e23a-46d2-927c-3d480864e85b,AgentOutlier,stgraph,smartbench,medium,1,5961,-1,200,OPTIMIZED
69d8c717-7c5e-4a5c-ad45-b04f6d196529,AgentOutlier,stgraph,smartbench,medium,4,1439,-1,200,OPTIMIZED
a5cbb3e7-09c7-4eeb-99d4-5ada7fd05efb,AgentOutlier,stgraph,smartbench,medium,8,946,-1,200,OPTIMIZED
40ee94df-3f7d-42e1-a294-f92f3170d86c,AgentOutlier,stgraph,smartbench,medium,16,796,-1,200,OPTIMIZED
75a413d9-a0df-4726-bc17-e5ac4791248a,AgentOutlier,stgraph,smartbench,large,1,83138,-1,1000,OPTIMIZED
8256e509-aeb2-4273-b9c3-812a2561d8c2,AgentOutlier,stgraph,smartbench,large,4,22889,-1,1000,OPTIMIZED
a3af89ef-a213-4fad-af76-7502c470047a,AgentOutlier,stgraph,smartbench,large,8,13490,-1,1000,OPTIMIZED
ec7f0446-5b10-4e3f-8d7c-9fd77e9ebb30,AgentOutlier,stgraph,smartbench,large,16,11767,-1,1000,OPTIMIZED
b7142dae-1a5e-4c38-930f-76789527c33a,MaintenanceOwners,stgraph,smartbench,small,1,820,-1,100,OPTIMIZED
6ed0636b-e7fd-4653-ac32-0fc2616a6fbf,MaintenanceOwners,stgraph,smartbench,small,4,228,-1,100,OPTIMIZED
5eb3b0dc-f734-472b-98fa-01d1cc6f4d7f,MaintenanceOwners,stgraph,smartbench,small,8,143,-1,100,OPTIMIZED
faedc778-b443-459e-b3d7-955fe74f02e3,MaintenanceOwners,stgraph,smartbench,small,16,132,-1,100,OPTIMIZED
bddbf780-e1fd-4394-9571-bc10318fee46,MaintenanceOwners,stgraph,smartbench,medium,1,1401,-1,200,OPTIMIZED
d33d03e7-54ed-44ad-abfc-677643a5a555,MaintenanceOwners,stgraph,smartbench,medium,4,451,-1,200,OPTIMIZED
5b14ea58-8ca2-476b-99fc-ab241862bfac,MaintenanceOwners,stgraph,smartbench,medium,8,308,-1,200,OPTIMIZED
5df819a9-a54f-47dd-a921-4d4a8e271664,MaintenanceOwners,stgraph,smartbench,medium,16,267,-1,200,OPTIMIZED
ad250dee-5983-42cd-9840-ce48fad23c26,MaintenanceOwners,stgraph,smartbench,large,1,8534,-1,1000,OPTIMIZED
089b9d64-fb6f-4a1a-9952-621e59352a17,MaintenanceOwners,stgraph,smartbench,large,4,3333,-1,1000,OPTIMIZED
5ca23c85-885c-45d9-aa50-82207ca01f35,MaintenanceOwners,stgraph,smartbench,large,8,2599,-1,1000,OPTIMIZED
f60f1ef2-9608-4b81-b02f-c2e600b776ab,MaintenanceOwners,stgraph,smartbench,large,16,2324,-1,1000,OPTIMIZED
156b1691-0f2d-4ff6-bc29-76b0a149ce80,EnvironmentOutlier,stgraph,smartbench,small,1,3021,-1,4,OPTIMIZED
2fe84ab1-7a99-4bb8-9e4f-2dfc44e048f0,EnvironmentOutlier,stgraph,smartbench,small,4,759,-1,4,OPTIMIZED
720539eb-1834-4b58-b856-7d7e958cc575,EnvironmentOutlier,stgraph,smartbench,small,8,486,-1,4,OPTIMIZED
2b1e8ac4-3904-4ce7-8536-53232696c92c,EnvironmentOutlier,stgraph,smartbench,small,16,400,-1,4,OPTIMIZED
0f7d4ef4-3c3b-4844-a4ca-caeb7604b3c1,EnvironmentOutlier,stgraph,smartbench,medium,1,9470,-1,5,OPTIMIZED
3d4ab982-83b2-4287-a5c4-9a9c09b235e3,EnvironmentOutlier,stgraph,smartbench,medium,4,2490,-1,5,OPTIMIZED
8c977484-a965-4b49-97e7-cd3ecc698173,EnvironmentOutlier,stgraph,smartbench,medium,8,1852,-1,5,OPTIMIZED
2a5dade3-a0d6-46dc-bad1-3770020be8aa,EnvironmentOutlier,stgraph,smartbench,medium,16,1395,-1,5,OPTIMIZED
e650568b-7a8f-43b7-ae81-3d0742cdf8d1,EnvironmentOutlier,stgraph,smartbench,large,1,167876,-1,5,OPTIMIZED
36842a40-8a5c-45f5-a7e1-75fee4714bb8,EnvironmentOutlier,stgraph,smartbench,large,4,49670,-1,5,OPTIMIZED
d35674d0-b082-42fe-8a75-a5ec960329d1,EnvironmentOutlier,stgraph,smartbench,large,8,34555,-1,5,OPTIMIZED
0ec54a19-5525-490c-a2b5-29823aa0ae2e,EnvironmentOutlier,stgraph,smartbench,large,16,33648,-1,5,OPTIMIZED
e98de38b-4599-48b6-9073-a5247447777d,EnvironmentCoverage,stgraph,smartbench,small,1,1,-1,10,OPTIMIZED
1f89ecc7-de15-40e4-acb2-b3f2b99f187e,EnvironmentCoverage,stgraph,smartbench,small,4,1,-1,10,OPTIMIZED
19874aa9-9c4d-4ba8-82e4-d0a51bd0bf2d,EnvironmentCoverage,stgraph,smartbench,small,8,1,-1,10,OPTIMIZED
e6b219e8-8d38-4432-9ded-c3d735493950,EnvironmentCoverage,stgraph,smartbench,small,16,0,-1,10,OPTIMIZED
e569260e-446f-4a1f-aace-455e7c1dbc98,EnvironmentCoverage,stgraph,smartbench,medium,1,1,-1,20,OPTIMIZED
45e5072a-575f-4b76-9488-4441bf6142fa,EnvironmentCoverage,stgraph,smartbench,medium,4,1,-1,20,OPTIMIZED
c2ef948e-e68f-42d4-9937-5ef95a0d885e,EnvironmentCoverage,stgraph,smartbench,medium,8,0,-1,20,OPTIMIZED
58202a25-5bf4-49b0-a56f-1896941b653b,EnvironmentCoverage,stgraph,smartbench,medium,16,0,-1,20,OPTIMIZED
5dc55c76-b5a4-432b-95c9-a983609a2bf0,EnvironmentCoverage,stgraph,smartbench,large,1,4,-1,131,OPTIMIZED
d766b7de-b18e-4a30-9fc9-0a980193e733,EnvironmentCoverage,stgraph,smartbench,large,4,3,-1,131,OPTIMIZED
14f42692-482e-4d6b-892f-34fe87feb7fc,EnvironmentCoverage,stgraph,smartbench,large,8,3,-1,131,OPTIMIZED
d3548e82-b0e3-4333-8c5e-b4e664ba66cb,EnvironmentCoverage,stgraph,smartbench,large,16,3,-1,131,OPTIMIZED
eaec3220-518f-49dc-b914-3e6e5abede01,AgentHistory,stgraph,smartbench,small,1,17,-1,1,OPTIMIZED
61591e8a-7dad-48be-ba92-640b31075aff,AgentHistory,stgraph,smartbench,small,4,10,-1,1,OPTIMIZED
5b762190-e836-46e1-b8f1-0c83436e3152,AgentHistory,stgraph,smartbench,small,8,8,-1,1,OPTIMIZED
30c86d1e-31aa-457e-9154-b4cdae2250b1,AgentHistory,stgraph,smartbench,small,16,8,-1,1,OPTIMIZED
6c2b4be5-0fce-4b42-80b1-4f94af8ed819,AgentHistory,stgraph,smartbench,medium,1,16,-1,1,OPTIMIZED
24692f94-cd02-426a-94e3-e005e555e784,AgentHistory,stgraph,smartbench,medium,4,10,-1,1,OPTIMIZED
894c79b2-4d59-4944-9b39-849a362c51c9,AgentHistory,stgraph,smartbench,medium,8,9,-1,1,OPTIMIZED
05344d28-7d67-41f5-a024-248498e9cab3,AgentHistory,stgraph,smartbench,medium,16,9,-1,1,OPTIMIZED
eed1be3d-58d2-4b2d-a601-0d5ef49dd91c,AgentHistory,stgraph,smartbench,large,1,20,-1,1,OPTIMIZED
9421534a-0ac6-4a6c-aa34-3086346a6a66,AgentHistory,stgraph,smartbench,large,4,21,-1,1,OPTIMIZED
0c43e43f-ac1e-4895-9a55-339e9118a982,AgentHistory,stgraph,smartbench,large,8,21,-1,1,OPTIMIZED
9b7cafdc-55b5-4c05-9da2-e32291597e1d,AgentHistory,stgraph,smartbench,large,16,23,-1,1,OPTIMIZED
be9ee007-7382-40d5-b169-72293a647c25,EnvironmentAggregate,stgraph,smartbench,small,1,3224,-1,73,OPTIMIZED
a522cf92-7600-4a7f-ac32-2c8b9cadd7dc,EnvironmentAggregate,stgraph,smartbench,small,4,660,-1,73,OPTIMIZED
56d8df2a-f366-455e-b511-0309c1e0f29b,EnvironmentAggregate,stgraph,smartbench,small,8,422,-1,73,OPTIMIZED
645b12e6-71aa-4bbe-870c-c46e1b988c04,EnvironmentAggregate,stgraph,smartbench,small,16,264,-1,73,OPTIMIZED
a6d50ba4-453a-4a07-98be-9879c4a67357,EnvironmentAggregate,stgraph,smartbench,medium,1,5202,-1,90,OPTIMIZED
b8e223a8-669c-4d16-bb0f-2aebaa03e5e6,EnvironmentAggregate,stgraph,smartbench,medium,4,1305,-1,90,OPTIMIZED
4a4d9168-293c-4dd0-88fb-a9163ed069dd,EnvironmentAggregate,stgraph,smartbench,medium,8,841,-1,90,OPTIMIZED
1056992e-b44f-41dd-9bd4-faecd2d79ce5,EnvironmentAggregate,stgraph,smartbench,medium,16,680,-1,90,OPTIMIZED
781d28f7-384f-494b-9f97-b13fe92d4344,EnvironmentAggregate,stgraph,smartbench,large,1,68625,-1,112,OPTIMIZED
47e9f603-b316-4f0e-9cfc-aff391bc12e4,EnvironmentAggregate,stgraph,smartbench,large,4,16697,-1,112,OPTIMIZED
2e97b0c2-91d8-44c5-9726-9b71327dee61,EnvironmentAggregate,stgraph,smartbench,large,8,9635,-1,112,OPTIMIZED
dd3920ad-89a5-4abe-80b4-87d6f2095cc3,EnvironmentAggregate,stgraph,smartbench,large,16,8107,-1,112,OPTIMIZED
bd9717c5-e163-44df-a573-c32ebcc72908,AgentOutlier,stgraph,smartbench,small,1,2073,-1,100,OPTIMIZED
bf7f2035-c9f2-4c4f-ac00-4e72015ccc65,AgentOutlier,stgraph,smartbench,small,4,451,-1,100,OPTIMIZED
6207fbc4-0da7-425c-b382-88cbc0ebed81,AgentOutlier,stgraph,smartbench,small,8,291,-1,100,OPTIMIZED
f2e5ac58-85c1-4d6b-b71c-e9b5528708f8,AgentOutlier,stgraph,smartbench,small,16,244,-1,100,OPTIMIZED
80fea2cc-e154-41a1-b231-9142aaef0c2f,AgentOutlier,stgraph,smartbench,medium,1,5808,-1,200,OPTIMIZED
4b840fb2-1c38-486e-871c-9f68af6dfc4a,AgentOutlier,stgraph,smartbench,medium,4,1400,-1,200,OPTIMIZED
3e58f53e-6f6e-422f-a3c9-64321acd6d32,AgentOutlier,stgraph,smartbench,medium,8,927,-1,200,OPTIMIZED
1d6d932c-cc58-4bbb-bb28-efca7e860938,AgentOutlier,stgraph,smartbench,medium,16,770,-1,200,OPTIMIZED
1d207090-11a2-4761-a124-3bd2870e639f,AgentOutlier,stgraph,smartbench,large,1,80952,-1,1000,OPTIMIZED
9e85556f-208f-44f2-b7ea-0a18c147eeec,AgentOutlier,stgraph,smartbench,large,4,22585,-1,1000,OPTIMIZED
3b4a91cb-b4a1-481b-8b78-9444bc0c1d4f,AgentOutlier,stgraph,smartbench,large,8,13440,-1,1000,OPTIMIZED
1ed74895-7853-42e3-b795-b70c181382b2,AgentOutlier,stgraph,smartbench,large,16,11766,-1,1000,OPTIMIZED
5c8a1b6c-a298-4758-96cf-cb8f5f6bb7dc,MaintenanceOwners,stgraph,smartbench,small,1,760,-1,100,OPTIMIZED
031e74cc-6c7e-463c-a5ee-684cff0ee70e,MaintenanceOwners,stgraph,smartbench,small,4,223,-1,100,OPTIMIZED
13197c6a-5039-4e47-9fff-7a52e264b0d3,MaintenanceOwners,stgraph,smartbench,small,8,132,-1,100,OPTIMIZED
f17e8a56-ef4a-4b0c-94ab-871a89ae809c,MaintenanceOwners,stgraph,smartbench,small,16,138,-1,100,OPTIMIZED
a29fe394-c870-4873-89af-17db86275e6f,MaintenanceOwners,stgraph,smartbench,medium,1,1372,-1,200,OPTIMIZED
97eed05a-9a7a-44a0-b67a-339fe1ae6edb,MaintenanceOwners,stgraph,smartbench,medium,4,455,-1,200,OPTIMIZED
5d08a6bc-6901-4e6b-bb88-7da5760024a9,MaintenanceOwners,stgraph,smartbench,medium,8,278,-1,200,OPTIMIZED
e5ec2a03-be5f-4f04-9007-68a8e9e70cb4,MaintenanceOwners,stgraph,smartbench,medium,16,266,-1,200,OPTIMIZED
7eca35d4-15fd-4fa4-bb32-21a0f41ec78a,MaintenanceOwners,stgraph,smartbench,large,1,8609,-1,1000,OPTIMIZED
ac093b4f-d945-4dd6-abce-a1a72f863ade,MaintenanceOwners,stgraph,smartbench,large,4,3315,-1,1000,OPTIMIZED
65a6dbba-9e4c-4ec2-a10c-e2097b2e1cec,MaintenanceOwners,stgraph,smartbench,large,8,2477,-1,1000,OPTIMIZED
96428b46-4d3c-4a7b-bda5-4f9f20123398,MaintenanceOwners,stgraph,smartbench,large,16,2276,-1,1000,OPTIMIZED
271ae3f5-d01d-4347-bd54-8848d1d6e6af,EnvironmentOutlier,stgraph,smartbench,small,1,2961,-1,4,OPTIMIZED
72fdd7ae-f19c-45dc-a65a-39fffb8d9a5a,EnvironmentOutlier,stgraph,smartbench,small,4,738,-1,4,OPTIMIZED
ed60862a-30c2-4ee6-8d82-f9bab8345981,EnvironmentOutlier,stgraph,smartbench,small,8,494,-1,4,OPTIMIZED
0e753bcd-c911-4372-a131-ed06d1d982ef,EnvironmentOutlier,stgraph,smartbench,small,16,444,-1,4,OPTIMIZED
794e123e-0336-4dee-8bbd-d31c7266b523,EnvironmentOutlier,stgraph,smartbench,medium,1,9426,-1,5,OPTIMIZED
6e9b4d73-b9aa-4dcd-9d43-86daa15d3868,EnvironmentOutlier,stgraph,smartbench,medium,4,2532,-1,5,OPTIMIZED
