test_id,model,datasetSize,threads,queryName,queryType,elapsedTime,numEntities,numMachines
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,88935,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,161793,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,17,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,123290,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,95292,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,15,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,371705,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,14,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,269484,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,297413,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,269840,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,164695,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,18,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,17,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,116159,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,508453,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,506919,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,14,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,290876,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,269365,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,116180,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,510107,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,376977,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,114741,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,300015,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,516182,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,85682,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,160806,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,14,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,88831,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,117568,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,95603,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,82410,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,292468,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,508541,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,89004,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,85789,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,115190,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,88417,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,160568,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,89497,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,18,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,84145,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,18,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,89467,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,294480,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,159803,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,89144,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,13,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,377363,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,299322,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,14,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,MaintenanceOwners,edgesDirection,95453,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,369780,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,517873,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,378623,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentHistory,edgesDirection,15,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,17,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,271758,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,82263,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,265043,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,303593,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,82298,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,165978,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,160223,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,367955,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,84951,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,122805,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,263693,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,510711,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,368349,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,165739,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,370864,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,12,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,115918,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentOutlier,edgesDirection,159765,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentOutlier,edgesDirection,83668,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,373972,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentCoverage,edgesDirection,17,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,AgentOutlier,edgesDirection,515603,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,AgentHistory,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentCoverage,edgesDirection,11,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,122153,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,small,1,EnvironmentAggregate,edgesDirection,122639,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,MaintenanceOwners,edgesDirection,314517,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentAggregate,edgesDirection,375635,-1,1
431ccf6b-b363-440b-8b11-9200d9019662,aeong,large,1,EnvironmentOutlier,edgesDirection,267885,-1,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,EnvironmentCoverage,edgesDirection,29,10,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,EnvironmentAggregate,edgesDirection,5381,100,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,MaintenanceOwners,edgesDirection,1473,100,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,EnvironmentOutlier,edgesDirection,6102,8,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,AgentOutlier,edgesDirection,4663,100,1
89bd326c-8edd-4d4c-9376-be5d5ebaddb7,dtgraph,small,1,AgentHistory,edgesDirection,17,1,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,EnvironmentCoverage,edgesDirection,3,10,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3707,100,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,MaintenanceOwners,edgesDirection,1326,100,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5507,8,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,AgentOutlier,edgesDirection,4566,100,1
1df2c6cf-e8f4-4cad-b821-ac9909861c15,dtgraph,small,1,AgentHistory,edgesDirection,19,1,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,EnvironmentCoverage,edgesDirection,2,10,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3634,100,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,MaintenanceOwners,edgesDirection,1284,100,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5661,8,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,AgentOutlier,edgesDirection,4643,100,1
aab7b57e-9f3a-4561-b4a6-ea77e9f3fcc4,dtgraph,small,1,AgentHistory,edgesDirection,17,1,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3669,100,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,MaintenanceOwners,edgesDirection,1313,100,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5712,8,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,AgentOutlier,edgesDirection,4585,100,1
acb1b7df-d3bc-468d-ab44-eaf649f52fc3,dtgraph,small,1,AgentHistory,edgesDirection,17,1,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,EnvironmentCoverage,edgesDirection,2,10,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3674,100,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,MaintenanceOwners,edgesDirection,1258,100,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5635,8,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,AgentOutlier,edgesDirection,4687,100,1
786aec77-b188-4d93-8ba1-9e41f2c3c81f,dtgraph,small,1,AgentHistory,edgesDirection,16,1,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3655,100,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,MaintenanceOwners,edgesDirection,1308,100,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5659,8,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,AgentOutlier,edgesDirection,4545,100,1
a2304df0-1352-4ce9-9be6-6a5c0dd0e39e,dtgraph,small,1,AgentHistory,edgesDirection,16,1,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3571,100,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,MaintenanceOwners,edgesDirection,1222,100,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5624,8,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,AgentOutlier,edgesDirection,4707,100,1
addadc9d-7b7b-4510-af73-f90de51f46eb,dtgraph,small,1,AgentHistory,edgesDirection,15,1,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3594,100,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,MaintenanceOwners,edgesDirection,1271,100,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5609,8,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,AgentOutlier,edgesDirection,4631,100,1
fc4c5a1e-492b-4289-8a29-37aeafd75698,dtgraph,small,1,AgentHistory,edgesDirection,18,1,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,EnvironmentCoverage,edgesDirection,2,10,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3556,100,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,MaintenanceOwners,edgesDirection,1297,100,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5655,8,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,AgentOutlier,edgesDirection,4560,100,1
fc68d920-d54d-4305-8b4d-7dfb9775be6f,dtgraph,small,1,AgentHistory,edgesDirection,16,1,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3583,100,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,MaintenanceOwners,edgesDirection,1278,100,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5643,8,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,AgentOutlier,edgesDirection,4581,100,1
58ace5b6-598a-4e62-8002-cf75239aa567,dtgraph,small,1,AgentHistory,edgesDirection,13,1,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3566,100,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,MaintenanceOwners,edgesDirection,1208,100,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5647,8,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,AgentOutlier,edgesDirection,4599,100,1
3604684f-7422-48d2-bae2-32203cc989c2,dtgraph,small,1,AgentHistory,edgesDirection,17,1,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3560,100,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,MaintenanceOwners,edgesDirection,1255,100,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5630,8,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,AgentOutlier,edgesDirection,4463,100,1
5f2ffd16-7447-46ef-84cb-bbee54c6d92d,dtgraph,small,1,AgentHistory,edgesDirection,15,1,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3561,100,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,MaintenanceOwners,edgesDirection,1216,100,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5524,8,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,AgentOutlier,edgesDirection,4505,100,1
b33519e6-6126-410f-a856-f4280ee0233e,dtgraph,small,1,AgentHistory,edgesDirection,17,1,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3575,100,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,MaintenanceOwners,edgesDirection,1264,100,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5569,8,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,AgentOutlier,edgesDirection,4505,100,1
b4e9563a-1e84-4e1d-858d-72148c041dfa,dtgraph,small,1,AgentHistory,edgesDirection,14,1,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3491,100,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,MaintenanceOwners,edgesDirection,1228,100,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5571,8,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,AgentOutlier,edgesDirection,4445,100,1
51520a94-184a-40d8-892f-0bfd5c7de601,dtgraph,small,1,AgentHistory,edgesDirection,18,1,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3493,100,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,MaintenanceOwners,edgesDirection,1262,100,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5561,8,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,AgentOutlier,edgesDirection,4561,100,1
05a789fe-3442-433b-97e2-b4bf2b725e9c,dtgraph,small,1,AgentHistory,edgesDirection,13,1,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3577,100,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,MaintenanceOwners,edgesDirection,1181,100,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5534,8,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,AgentOutlier,edgesDirection,4398,100,1
08f29f84-9ea3-418d-87cc-86d09040b442,dtgraph,small,1,AgentHistory,edgesDirection,14,1,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3487,100,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,MaintenanceOwners,edgesDirection,1147,100,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5410,8,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,AgentOutlier,edgesDirection,4479,100,1
25cbcff6-7892-4945-a22a-3037be1222b3,dtgraph,small,1,AgentHistory,edgesDirection,12,1,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3503,100,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,MaintenanceOwners,edgesDirection,1164,100,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5481,8,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,AgentOutlier,edgesDirection,4445,100,1
c36fd0a7-2406-4de3-b923-961470bd80d3,dtgraph,small,1,AgentHistory,edgesDirection,16,1,1
e37ab42d-513d-405f-b920-0e9a66d6416b,dtgraph,small,1,EnvironmentCoverage,edgesDirection,1,10,1
e37ab42d-513d-405f-b920-0e9a66d6416b,dtgraph,small,1,EnvironmentAggregate,edgesDirection,3492,100,1
e37ab42d-513d-405f-b920-0e9a66d6416b,dtgraph,small,1,MaintenanceOwners,edgesDirection,1216,100,1
e37ab42d-513d-405f-b920-0e9a66d6416b,dtgraph,small,1,EnvironmentOutlier,edgesDirection,5424,8,1
