test_id,model,datasetSize,queryName,queryType,queryTime,numEntities
894a9c49-23e8-4e1c-97b3-59ac59b4d96f,dtgraph,small,AgentHistory,edgesDirection,22,1
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentCoverage,semantic,8,20
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentCoverage,spatial,360,19
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentAggregate,semantic,30,799
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentAggregate,spatial,599,0
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentAggregate,edgesDirection,65,100
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,MaintenanceOwners,edgesDirection,334,214
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,EnvironmentOutlier,edgesDirection,1872,8
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,AgentOutlier,semantic,988,100
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,AgentHistory,semantic,49,1
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,AgentHistory,spatial,22911,1
5f3bdbee-0378-4e78-84e7-62377e1c47d1,dtgraph,small,AgentHistory,edgesDirection,38,1
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentCoverage,semantic,6,20
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentCoverage,spatial,298,19
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentAggregate,semantic,26,799
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentAggregate,spatial,571,0
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentAggregate,edgesDirection,67,100
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,MaintenanceOwners,edgesDirection,334,214
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,EnvironmentOutlier,edgesDirection,1458,8
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,AgentOutlier,semantic,701,100
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,AgentHistory,semantic,19,1
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,AgentHistory,spatial,6782,1
25507d5f-10cd-48c2-9eaf-80928c65c7c1,dtgraph,small,AgentHistory,edgesDirection,18,1
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentCoverage,semantic,9,20
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentCoverage,spatial,313,19
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentAggregate,semantic,28,799
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentAggregate,spatial,475,0
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentAggregate,edgesDirection,64,100
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,MaintenanceOwners,edgesDirection,342,214
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,EnvironmentOutlier,edgesDirection,1244,8
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,AgentOutlier,semantic,693,100
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,AgentHistory,semantic,18,1
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,AgentHistory,spatial,6184,1
bbd892e2-4407-44e5-b9a8-037da9ae3fce,dtgraph,small,AgentHistory,edgesDirection,18,1
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentCoverage,semantic,7,20
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentCoverage,spatial,311,19
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentAggregate,semantic,34,799
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentAggregate,spatial,487,0
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentAggregate,edgesDirection,65,100
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,MaintenanceOwners,edgesDirection,326,214
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,EnvironmentOutlier,edgesDirection,1274,8
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,AgentOutlier,semantic,673,100
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,AgentHistory,semantic,22,1
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,AgentHistory,spatial,5788,1
3f70b173-5299-43ec-83a4-327976bdadee,dtgraph,small,AgentHistory,edgesDirection,17,1
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentCoverage,semantic,7,20
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentCoverage,spatial,282,19
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentAggregate,semantic,38,799
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentAggregate,spatial,475,0
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentAggregate,edgesDirection,68,100
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,MaintenanceOwners,edgesDirection,340,214
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,EnvironmentOutlier,edgesDirection,1221,8
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,AgentOutlier,semantic,681,100
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,AgentHistory,semantic,18,1
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,AgentHistory,spatial,6820,1
22b884c9-27f5-4332-86f6-443afedfd761,dtgraph,small,AgentHistory,edgesDirection,18,1
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentCoverage,semantic,7,20
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentCoverage,spatial,287,19
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentAggregate,semantic,30,799
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentAggregate,spatial,504,0
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentAggregate,edgesDirection,66,100
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,MaintenanceOwners,edgesDirection,332,214
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,EnvironmentOutlier,edgesDirection,1278,8
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,AgentOutlier,semantic,690,100
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,AgentHistory,semantic,18,1
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,AgentHistory,spatial,8103,1
ee4161ef-3ccf-4ec1-a098-7333e65f639f,dtgraph,small,AgentHistory,edgesDirection,17,1
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentCoverage,semantic,7,20
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentCoverage,spatial,316,19
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentAggregate,semantic,35,799
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentAggregate,spatial,476,0
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentAggregate,edgesDirection,65,100
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,MaintenanceOwners,edgesDirection,342,214
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,EnvironmentOutlier,edgesDirection,1266,8
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,AgentOutlier,semantic,701,100
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,AgentHistory,semantic,19,1
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,AgentHistory,spatial,8667,1
902b1eff-baa4-469b-b09c-0d27091561b2,dtgraph,small,AgentHistory,edgesDirection,17,1
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentCoverage,semantic,7,20
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentCoverage,spatial,309,19
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentAggregate,semantic,35,799
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentAggregate,spatial,523,0
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentAggregate,edgesDirection,67,100
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,MaintenanceOwners,edgesDirection,357,214
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,EnvironmentOutlier,edgesDirection,1267,8
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,AgentOutlier,semantic,696,100
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,AgentHistory,semantic,20,1
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,AgentHistory,spatial,8541,1
48e0b24e-9896-46d4-ba4d-83a6d4b5d0e3,dtgraph,small,AgentHistory,edgesDirection,17,1
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentCoverage,semantic,9,20
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentCoverage,spatial,350,19
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentAggregate,semantic,39,799
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentAggregate,spatial,528,0
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentAggregate,edgesDirection,69,100
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,MaintenanceOwners,edgesDirection,378,214
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,EnvironmentOutlier,edgesDirection,1326,8
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,AgentOutlier,semantic,791,100
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,AgentHistory,semantic,24,1
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,AgentHistory,spatial,4317,1
283f0c31-88b0-4edb-af9a-fc6f6c82d62f,dtgraph,small,AgentHistory,edgesDirection,22,1
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentCoverage,semantic,10,20
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentCoverage,spatial,332,19
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentAggregate,semantic,52,799
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentAggregate,spatial,547,0
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentAggregate,edgesDirection,74,100
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,MaintenanceOwners,edgesDirection,427,214
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,EnvironmentOutlier,edgesDirection,1348,8
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,AgentOutlier,semantic,749,100
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,AgentHistory,semantic,21,1
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,AgentHistory,spatial,19619,1
839d9e02-0640-4598-a3cb-1a1121454dfd,dtgraph,small,AgentHistory,edgesDirection,21,1
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentCoverage,semantic,13,20
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentCoverage,spatial,362,19
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentAggregate,semantic,43,799
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentAggregate,spatial,594,0
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentAggregate,edgesDirection,79,100
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,MaintenanceOwners,edgesDirection,351,214
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,EnvironmentOutlier,edgesDirection,1412,8
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,AgentOutlier,semantic,722,100
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,AgentHistory,semantic,19,1
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,AgentHistory,spatial,5925,1
bee32d0c-5e35-4454-882d-749948ad8418,dtgraph,small,AgentHistory,edgesDirection,18,1
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentCoverage,semantic,8,20
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentCoverage,spatial,313,19
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentAggregate,semantic,54,799
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentAggregate,spatial,520,0
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentAggregate,edgesDirection,75,100
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,MaintenanceOwners,edgesDirection,357,214
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,EnvironmentOutlier,edgesDirection,1392,8
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,AgentOutlier,semantic,743,100
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,AgentHistory,semantic,20,1
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,AgentHistory,spatial,7600,1
ae951082-57c9-472d-b3ed-8470dfa7ff4b,dtgraph,small,AgentHistory,edgesDirection,18,1
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentCoverage,semantic,9,20
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentCoverage,spatial,359,19
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentAggregate,semantic,132,799
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentAggregate,spatial,537,0
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentAggregate,edgesDirection,121,100
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,MaintenanceOwners,edgesDirection,368,214
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,EnvironmentOutlier,edgesDirection,1309,8
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,AgentOutlier,semantic,755,100
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,AgentHistory,semantic,19,1
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,AgentHistory,spatial,11972,1
4b45fafe-9829-493d-ba4b-ad3a0549e11f,dtgraph,small,AgentHistory,edgesDirection,17,1
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentCoverage,semantic,10,20
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentCoverage,spatial,300,19
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentAggregate,semantic,53,799
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentAggregate,spatial,568,0
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentAggregate,edgesDirection,86,100
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,MaintenanceOwners,edgesDirection,370,214
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,EnvironmentOutlier,edgesDirection,1290,8
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,AgentOutlier,semantic,682,100
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,AgentHistory,semantic,18,1
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,AgentHistory,spatial,15218,1
0fe13d9e-2241-423c-b15e-269e9e265f32,dtgraph,small,AgentHistory,edgesDirection,18,1
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentCoverage,semantic,15,20
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentCoverage,spatial,371,19
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentAggregate,semantic,235,799
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentAggregate,spatial,525,0
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentAggregate,edgesDirection,82,100
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,MaintenanceOwners,edgesDirection,343,214
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,EnvironmentOutlier,edgesDirection,1368,8
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,AgentOutlier,semantic,725,100
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,AgentHistory,semantic,21,1
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,AgentHistory,spatial,8140,1
f1cccaf4-a6cd-46ba-9a03-d3e91c6fe0b3,dtgraph,small,AgentHistory,edgesDirection,19,1
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentCoverage,semantic,12,20
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentCoverage,spatial,348,19
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentCoverage,edgesDirection,2,19
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentAggregate,semantic,62,799
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentAggregate,spatial,1002,0
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentAggregate,edgesDirection,84,100
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,MaintenanceOwners,edgesDirection,661,214
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,EnvironmentOutlier,edgesDirection,1503,8
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,AgentOutlier,semantic,1035,100
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,AgentHistory,semantic,36,1
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,AgentHistory,spatial,52479,1
34ba7cec-f877-484f-bc0d-48ff942e7827,dtgraph,small,AgentHistory,edgesDirection,28,1
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentCoverage,semantic,16,20
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentCoverage,spatial,303,19
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentAggregate,semantic,70,799
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentAggregate,spatial,586,0
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentAggregate,edgesDirection,85,100
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,MaintenanceOwners,edgesDirection,368,214
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,EnvironmentOutlier,edgesDirection,1403,8
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,AgentOutlier,semantic,767,100
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,AgentHistory,semantic,20,1
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,AgentHistory,spatial,13615,1
6508dab7-aaf8-476f-b3bd-d8afc1c977af,dtgraph,small,AgentHistory,edgesDirection,16,1
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentCoverage,semantic,17,20
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentCoverage,spatial,432,19
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentAggregate,semantic,119,799
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentAggregate,spatial,560,0
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentAggregate,edgesDirection,100,100
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,MaintenanceOwners,edgesDirection,349,214
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,EnvironmentOutlier,edgesDirection,1506,8
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,AgentOutlier,semantic,830,100
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,AgentHistory,semantic,20,1
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,AgentHistory,spatial,19996,1
a7a59121-0c65-491e-936a-9c20c6adef25,dtgraph,small,AgentHistory,edgesDirection,19,1
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentCoverage,semantic,12,20
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentCoverage,spatial,575,19
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentAggregate,semantic,76,799
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentAggregate,spatial,484,0
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentAggregate,edgesDirection,93,100
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,MaintenanceOwners,edgesDirection,370,214
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,EnvironmentOutlier,edgesDirection,1414,8
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,AgentOutlier,semantic,649,100
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,AgentHistory,semantic,21,1
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,AgentHistory,spatial,7739,1
ba10a44e-e541-49ff-945b-620ce3b4903b,dtgraph,small,AgentHistory,edgesDirection,19,1
acb880d5-d5bd-4248-bb74-5eadf9aa8486,dtgraph,small,EnvironmentCoverage,semantic,53,20
acb880d5-d5bd-4248-bb74-5eadf9aa8486,dtgraph,small,EnvironmentCoverage,spatial,1881,19
7bfcbdfa-42df-41d5-88f8-6507aaa22d2c,dtgraph,small,EnvironmentCoverage,semantic,48,20
7bfcbdfa-42df-41d5-88f8-6507aaa22d2c,dtgraph,small,EnvironmentCoverage,spatial,2464,19
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentCoverage,semantic,50,20
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentCoverage,spatial,4676,19
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentCoverage,edgesDirection,23,19
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentAggregate,semantic,209,799
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentAggregate,spatial,4074,0
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentAggregate,edgesDirection,122,100
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,MaintenanceOwners,edgesDirection,2053,214
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,EnvironmentOutlier,edgesDirection,2884,8
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,AgentOutlier,semantic,799,100
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,AgentHistory,semantic,21,1
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,AgentHistory,spatial,16361,1
3b83188e-073d-4a62-a324-a1ab563be611,dtgraph,small,AgentHistory,edgesDirection,18,1
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentCoverage,semantic,8,20
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentCoverage,spatial,407,19
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentCoverage,edgesDirection,1,19
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentAggregate,semantic,32,799
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentAggregate,spatial,896,0
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentAggregate,edgesDirection,72,100
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,MaintenanceOwners,edgesDirection,393,214
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,EnvironmentOutlier,edgesDirection,1370,8
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,AgentOutlier,semantic,829,100
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,AgentHistory,semantic,21,1
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,AgentHistory,spatial,7812,1
4bee7b01-8640-4d3a-8254-76dbe5a747ea,dtgraph,small,AgentHistory,edgesDirection,19,1
54358fa7-ab2e-4df8-91bd-819b06e9affc,dtgraph,small,EnvironmentCoverage,semantic,6,20
